,reportname,modelpath,dataitem,filtername
926,aSD_REPORT,,"case
when [Main].[G 30 Moonlight XaaS] is null then 0
else [Main].[G 30 Moonlight XaaS]
end",
927,aSD_REPORT,,[Main].[Market Name],
928,aSD_REPORT,,[Main].[Customer Set],
929,aSD_REPORT,,[Main].[Coverage ID Name],
930,aSD_REPORT,,[Main].[Cov ID],
931,aSD_REPORT,,[Main2].[Market Name],
932,aSD_REPORT,,[Main2].[Customer Set],
933,aSD_REPORT,/content/folder[@name='Quota Folder']/package[@name='S&D Package']/model[@name='2017-06-22T08:47:18.794Z'],,
934,aSD_REPORT,,,[AFFILIATE_NUMBER] = 'F000000'
935,aSD_REPORT,,,[Business View].[C_TABLE].[PERIOD]='2H'
936,aSD_REPORT,,,[Business View].[C_TABLE].[BRAND]='IS - ITS'
937,aSD_REPORT,,,[COV_ID] IS NOT NULL
938,aSD_REPORT,,,[C].[COV_ID] = [D].[COV_ID]
939,aSD_REPORT,,,[C&D].[COV_ID] = [F].[COV_ID]
940,aSD_REPORT,,,[E1].[COV_ID] = [E2].[COV_ID]
941,aSD_REPORT,,,[E1&E2].[COV_ID] = [G].[COV_ID]
942,aSD_REPORT,,,[C&D&F].[COV_ID] = [E1&E2&G].[COV_ID]
943,aSD_REPORT,,,[C&D&E1&E2&F&G].[COV_ID] = [KEYSTONE].[Cov Id]
944,aSD_REPORT,,,[Cov ID] in ?CovID?
945,aSD_REPORT,,,[Main0].[Cov ID1] = [B].[CONTRACTS]
946,aSD_REPORT,,,[Market Name] in ?Market?
947,aSD_REPORT,,,[Customer Set] in ?CustomerSet?
948,aSD_REPORT,,[Business View].[B_TABLE].[CONTRACTS],
949,aSD_REPORT,,[Business View].[B_TABLE].[AFFILIATE_NUMBER],
950,aSD_REPORT,,[Business View].[C_TABLE].[COVERAGE_ID],
951,aSD_REPORT,,[Business View].[C_TABLE].[Validated Rev Target],
952,aSD_REPORT,,[Business View].[C_TABLE].[Validated GP Target],
953,aSD_REPORT,,"case when [Business View].[D_TABLE].[COV_ID] is null
then [Business View].[D_TABLE].[CONTRACTS]
else [Business View].[D_TABLE].[COV_ID]
end",
954,aSD_REPORT,,[Business View].[D_TABLE].[30 Revenue Majors],
955,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - Rev Majors],
956,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - Rev Majors],
957,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BCP],
958,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BCP],
959,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BCP],
960,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BMC],
961,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BMC],
962,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BMC],
963,aSD_REPORT,,"case when 
[Business View].[E1_TABLE].[COV_ID] is null
then [Business View].[E1_TABLE].[CONTRACTS]
else [Business View].[E1_TABLE].[COV_ID]
end",
964,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 6 mo XaaS],
965,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 12 mo XaaS],
966,aSD_REPORT,,[Business View].[E2_TABLE].[COV_ID],
967,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_6_MO_XAAS],
968,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_12_MO_XAAS],
969,aSD_REPORT,,[Business View].[F_TABLE].[COVERAGE_ID],
970,aSD_REPORT,,"
[Business View].[F_TABLE].[IS_30_SLASH_46_LT10]",
971,aSD_REPORT,,[Business View].[F_TABLE].[DIV_46_GT10],
972,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_GT10],
973,aSD_REPORT,,[Business View].[F_TABLE].[IS_DIV_30_SLASH_46_TOTAL],
974,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_LT10],
975,aSD_REPORT,,[Business View].[G_TABLE].[Cov Id],
976,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL REV Quota - Moonlight],
977,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL GP Quota - Moonlight],
978,aSD_REPORT,,"COALESCE([C].[COV_ID],[D].[COV_ID])",
979,aSD_REPORT,,[C].[C_Validated Rev Target],
980,aSD_REPORT,,[C].[C_Validated GP Target],
981,aSD_REPORT,,[D].[D 30 Revenue 3Q],
982,aSD_REPORT,,[D].[D 30 Revenue 4Q],
983,aSD_REPORT,,[D].[D 30 Revenue],
984,aSD_REPORT,,[D].[D 30 GP BCP 3Q],
985,aSD_REPORT,,[D].[D 30 GP BCP 4Q],
986,aSD_REPORT,,[D].[D 30 GP Contract BCP],
987,aSD_REPORT,,[D].[D 30 GP BMC 3Q],
988,aSD_REPORT,,[D].[D 30 GP BMC 4Q],
989,aSD_REPORT,,[D].[D 30 GP Contract BMC],
990,aSD_REPORT,,"COALESCE([C&D].[COV_ID],[F].[COV_ID])
",
991,aSD_REPORT,,[C&D].[C_Validated Rev Target],
992,aSD_REPORT,,[C&D].[C_Validated GP Target],
993,aSD_REPORT,,[C&D].[D 30 Revenue 3Q],
994,aSD_REPORT,,[C&D].[D 30 Revenue 4Q],
995,aSD_REPORT,,[C&D].[D 30 Revenue],
996,aSD_REPORT,,[C&D].[D 30 GP BCP 3Q],
997,aSD_REPORT,,[C&D].[D 30 GP BCP 4Q],
998,aSD_REPORT,,[C&D].[D 30 GP Contract BCP],
999,aSD_REPORT,,[C&D].[D 30 GP BMC 3Q],
1000,aSD_REPORT,,[C&D].[D 30 GP BMC 4Q],
1001,aSD_REPORT,,[C&D].[D 30 GP Contract BMC],
1002,aSD_REPORT,,[F].[F IS 30/46 Total Signings],
1003,aSD_REPORT,,[F].[F IS 30/46 LT10 Signings],
1004,aSD_REPORT,,[F].[F Div 30 GT10 Signings],
1005,aSD_REPORT,,[F].[F Div 46 GT10 Signings],
1006,aSD_REPORT,,"COALESCE([E1].[COV_ID],[E2].[COV_ID])
",
1007,aSD_REPORT,,[E1].[30 Total 6 mo XaaS],
1008,aSD_REPORT,,[E1].[30 Total 12 mo XaaS],
1009,aSD_REPORT,,[E2].[TOTAL_6_MO_XAAS],
1010,aSD_REPORT,,[E2].[TOTAL_12_MO_XAAS],
1011,aSD_REPORT,,"COALESCE([E1&E2].[COV_ID],[G].[COV_ID])
",
1012,aSD_REPORT,,[E1&E2].[E1 30 Total 6 mo XaaS],
1013,aSD_REPORT,,[E1&E2].[E1 30 Total 12 mo XaaS],
1014,aSD_REPORT,,[E1&E2].[E2 TOTAL_6_MO_XAAS],
1015,aSD_REPORT,,[E1&E2].[E2 TOTAL_12_MO_XAAS],
1016,aSD_REPORT,,[G].[TOTAL REV Quota - Moonlight],
1017,aSD_REPORT,,[G].[TOTAL GP Quota - Moonlight],
1018,aSD_REPORT,,"COALESCE([C&D&F].[COV_ID],[E1&E2&G].[COV_ID])
",
1019,aSD_REPORT,,"(case when [D&G 30 Revenue] is null then 0
else [D&G 30 Revenue]
end)+
(case when[C 46 Revenue] is null then 0
else [C 46 Revenue]
end)

",
1020,aSD_REPORT,,"(case when [D 30 Revenue] is null then 0
else [D 30 Revenue]
end)+
(case when [G 30 Moonlight Rev] is null then 0
else [G 30 Moonlight Rev]
end)
",
1021,aSD_REPORT,,[G TOTAL REV Quota - Moonlight],
1022,aSD_REPORT,,[C&D&F].[D 30 Revenue],
1023,aSD_REPORT,,[C&D&F].[D 30 Revenue 3Q],
1024,aSD_REPORT,,[C&D&F].[D 30 Revenue 4Q],
1025,aSD_REPORT,,[C_Validated Rev Target],
1026,aSD_REPORT,,"(case when [D 30 GP Contract BCP] is null then 0
else [D 30 GP Contract BCP]
end)+
(case when [G 30 Moonlight GP BCP] is null then 0
else [G 30 Moonlight GP BCP]
end)
+
(case when [C 46 Validated GP Target] is null then 0
else [C 46 Validated GP Target]
end)
",
1027,aSD_REPORT,,[C&D&F].[D 30 GP Contract BCP],
1028,aSD_REPORT,,[C&D&F].[D 30 GP BCP 3Q],
1029,aSD_REPORT,,[C&D&F].[D 30 GP BCP 4Q],
1030,aSD_REPORT,,[G TOTAL GP Quota - Moonlight],
1031,aSD_REPORT,,[C_Validated GP Target],
1032,aSD_REPORT,,"(case when [D 30 GP Contract BMC] is null then 0
else [D 30 GP Contract BMC]
end)+
(case when [G 30 Moonlight GP BMC] is null then 0
else [G 30 Moonlight GP BMC]
end)


",
1033,aSD_REPORT,,[C&D&F].[D 30 GP Contract BMC],
1034,aSD_REPORT,,[C&D&F].[D 30 GP BMC 3Q],
1035,aSD_REPORT,,[C&D&F].[D 30 GP BMC 4Q],
1036,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
1037,aSD_REPORT,,[C&D&F].[F IS 30/46 Total Signings],
1038,aSD_REPORT,,[C&D&F].[F IS 30/46 LT10 Signings],
1039,aSD_REPORT,,[C&D&F].[F Div 30 GT10 Signings],
1040,aSD_REPORT,,[C&D&F].[F Div 46 GT10 Signings],
1041,aSD_REPORT,,"(case when [E1 30 Total 6 mo XaaS] is null then 0
else [E1 30 Total 6 mo XaaS]
end)+
(case when [E2 46 Total 6 mo XaaS] is null then 0
else [E2 46 Total 6 mo XaaS]
end)
+
(case when [G 30 Moonlight XaaS] is null then 0
else [G 30 Moonlight XaaS]
end)",
1042,aSD_REPORT,,[E1&E2&G].[E1 30 Total 6 mo XaaS],
1043,aSD_REPORT,,[E2 TOTAL_6_MO_XAAS],
1044,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
1045,aSD_REPORT,,[C&D&F].[C_Validated Rev Target],
1046,aSD_REPORT,,[C&D&F].[C_Validated GP Target],
1047,aSD_REPORT,,[E1&E2&G].[E1 30 Total 12 mo XaaS],
1048,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_6_MO_XAAS],
1049,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_12_MO_XAAS],
1050,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
1051,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
1052,aSD_REPORT,,"replace(substr([Business View].[QUOTA_KEYSTONE_T_MAIN].[MARKET_NAME],4),'/CSI','')
",
1053,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[TERRITORY_TYPE],
1054,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COVERAGE_ID_NAME],
1055,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
1056,aSD_REPORT,,"'unknown'
",
1057,aSD_REPORT,,'unknown',
1058,aSD_REPORT,,'unknown',
1059,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
1060,aSD_REPORT,,"case when 
[KEYSTONE].[Market Name] is null then 'unknown'
else  [KEYSTONE].[Market Name]
end",
1061,aSD_REPORT,,"case when  [KEYSTONE].[Customer Set] is null
then 'unknown'
else  [KEYSTONE].[Customer Set]
end",
1062,aSD_REPORT,,"case when [KEYSTONE].[Coverage ID Name] is null
then 'unknown'
else [KEYSTONE].[Coverage ID Name]
end",
1063,aSD_REPORT,,"COALESCE([C&D&E1&E2&F&G].[COV_ID],[KEYSTONE].[Cov Id])",
1064,aSD_REPORT,,"case 
when [Cov ID1] in ('912_CFCNLEA','912_CFLOAC','912_CFCOMEA')
then 'C000000'
when [Cov ID1] in ('912_CFDSNLE','912_CFDISWE','912_CFLOAD')
then 'D000000'
when [Cov ID1] in ('912_CFBNKEA','912_CFFNMEA','912_CFFSSEA','912_CFLOAF','912_CFINSWE')
then 'F000000'
when [Cov ID1] in ('912_CFLOAI')
then 'I000000'
when [Cov ID1] in ('912_CFLOAP')
then 'P000000'
else  [Cov ID1]
end",
1065,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C 30 Revenue],
1066,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G 30 Revenue],
1067,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight Rev],
1068,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue],
1069,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 3Q],
1070,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 4Q],
1071,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Revenue],
1072,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C BCP GP],
1073,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BCP],
1074,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 3Q],
1075,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 4Q],
1076,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BCP],
1077,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Validated GP Target],
1078,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G BMC GP],
1079,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BMC],
1080,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 3Q],
1081,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 4Q],
1082,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BMC],
1083,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 Total Signings],
1084,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 LT10 Signings],
1085,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 30 GT10 Signings],
1086,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 46 GT10 Signings],
1087,aSD_REPORT,,[C&D&E1&E2&F&G].[E XaaS],
1088,aSD_REPORT,,[C&D&E1&E2&F&G].[E1 30 Total 6 mo XaaS],
1089,aSD_REPORT,,[C&D&E1&E2&F&G].[E2 46 Total 6 mo XaaS],
1090,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight XaaS],
1091,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'Communication'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'Distribution'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'Financial Service'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'Industrial'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'Public'
else [Main0].[Market Name]
end",
1092,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] IN ('C000000','D000000','F000000','I000000','P000000') then 'unknown'
else [Main0].[Customer Set]
end",
1093,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then '_COMMUNICATIONS PLUG'
when [B].[AFFILIATE_NUMBER] = 'D000000' then '_DISTRIBUTION PLUG'
when [B].[AFFILIATE_NUMBER] = 'F000000' then '_FINANCIAL SERVICES PLUG'
when [B].[AFFILIATE_NUMBER] = 'I000000' then '_INDUSTRIAL PLUG'
when [B].[AFFILIATE_NUMBER] = 'P000000' then '_PUBLIC PLUG'
else [Main0].[Coverage ID Name]
end",
1094,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'C000000'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'D000000'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'F000000'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'I000000'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'P000000'
else [Main0].[Cov ID1]
end",
1095,aSD_REPORT,,[Main0].[D&G&C 30 Revenue],
1096,aSD_REPORT,,[Main0].[D&G 30 Revenue],
1097,aSD_REPORT,,[Main0].[G 30 Moonlight Rev],
1098,aSD_REPORT,,[Main0].[D 30 Revenue],
1099,aSD_REPORT,,[Main0].[D 30 Revenue 3Q],
1100,aSD_REPORT,,[Main0].[D 30 Revenue 4Q],
1101,aSD_REPORT,,[Main0].[C 46 Revenue],
1102,aSD_REPORT,,[Main0].[D&G&C BCP GP],
1103,aSD_REPORT,,[Main0].[D 30 GP Contract BCP],
1104,aSD_REPORT,,[Main0].[D 30 GP BCP 3Q],
1105,aSD_REPORT,,[Main0].[D 30 GP BCP 4Q],
1106,aSD_REPORT,,[Main0].[G 30 Moonlight GP BCP],
1107,aSD_REPORT,,[Main0].[C 46 Validated GP Target],
1108,aSD_REPORT,,[Main0].[D&G BMC GP],
1109,aSD_REPORT,,[Main0].[D 30 GP Contract BMC],
1110,aSD_REPORT,,[Main0].[D 30 GP BMC 3Q],
1111,aSD_REPORT,,[Main0].[D 30 GP BMC 4Q],
1112,aSD_REPORT,,[Main0].[G 30 Moonlight GP BMC],
1113,aSD_REPORT,,[Main0].[F IS 30/46 Total Signings],
1114,aSD_REPORT,,[Main0].[F IS 30/46 LT10 Signings],
1115,aSD_REPORT,,[Main0].[F Div 30 GT10 Signings],
1116,aSD_REPORT,,[Main0].[F Div 46 GT10 Signings],
1117,aSD_REPORT,,[Main0].[E XaaS],
1118,aSD_REPORT,,[Main0].[E1 30 Total 6 mo XaaS],
1119,aSD_REPORT,,[Main0].[E2 46 Total 6 mo XaaS],
1120,aSD_REPORT,,[Main0].[G 30 Moonlight XaaS],
1121,aSD_REPORT,,[Main].[Market Name],
1122,aSD_REPORT,,[Main].[Customer Set],
1123,aSD_REPORT,,[Main].[Coverage ID Name],
1124,aSD_REPORT,,[Main].[Cov ID],
1125,aSD_REPORT,,"case
when [Main].[D&G&C 30 Revenue] is null then 0 
else [Main].[D&G&C 30 Revenue]
end",
1126,aSD_REPORT,,"case
when [Main].[D&G 30 Revenue] is null then 0 
else [Main].[D&G 30 Revenue]
end",
1127,aSD_REPORT,,"case
when [Main].[G 30 Moonlight Rev] is null then 0 
else [Main].[G 30 Moonlight Rev]
end",
1128,aSD_REPORT,,"case
when [Main].[D 30 Revenue] is null then 0
else [Main].[D 30 Revenue]
end",
1129,aSD_REPORT,,"case
when [Main].[D 30 Revenue 3Q] is null then 0 
else [Main].[D 30 Revenue 3Q]
end",
1130,aSD_REPORT,,"case
when [Main].[D 30 Revenue 4Q] is null then 0
else [Main].[D 30 Revenue 4Q]
end",
1131,aSD_REPORT,,"case
when [Main].[C 46 Revenue] is null then 0
else [Main].[C 46 Revenue]
end",
1132,aSD_REPORT,,"case
when [Main].[D&G&C BCP GP] is null then 0
else [Main].[D&G&C BCP GP]
end",
1133,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BCP] is null then 0
else [Main].[D 30 GP Contract BCP]
end",
1134,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 3Q] is null then 0
else [Main].[D 30 GP BCP 3Q]
end",
1135,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 4Q] is null then 0
else [Main].[D 30 GP BCP 4Q]
end",
1136,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BCP] is null then 0
else [Main].[G 30 Moonlight GP BCP]
end",
1137,aSD_REPORT,,"case
when [Main].[C 46 Validated GP Target] is null then 0
else [Main].[C 46 Validated GP Target]
end",
1138,aSD_REPORT,,"case
when [Main].[D&G BMC GP] is null then 0
else [Main].[D&G BMC GP]
end",
1139,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BMC] is null then 0
else [Main].[D 30 GP Contract BMC]
end",
1140,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 3Q] is null then 0
else [Main].[D 30 GP BMC 3Q]
end",
1141,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 4Q] is null then 0
else [Main].[D 30 GP BMC 4Q]
end",
1142,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BMC] is null then 0 
else [Main].[G 30 Moonlight GP BMC]
end",
1143,aSD_REPORT,,"case
when [Main].[F IS 30/46 Total Signings] is null then 0
else [Main].[F IS 30/46 Total Signings]
end",
1144,aSD_REPORT,,"case
when [Main].[F IS 30/46 LT10 Signings] is null then 0
else [Main].[F IS 30/46 LT10 Signings]
end",
1145,aSD_REPORT,,"case
when [Main].[F Div 30 GT10 Signings] is null then 0
else [Main].[F Div 30 GT10 Signings]
end",
1146,aSD_REPORT,,"case
when [Main].[F Div 46 GT10 Signings] is null then 0
else [Main].[F Div 46 GT10 Signings]
end",
1147,aSD_REPORT,,"case
when [Main].[E XaaS] is null then 0
else [Main].[E XaaS]
end",
1148,aSD_REPORT,,"case
when [Main].[E1 30 Total 6 mo XaaS] is null then 0
else [Main].[E1 30 Total 6 mo XaaS]
end",
1149,aSD_REPORT,,"case
when [Main].[E2 46 Total 6 mo XaaS] is null then 0
else [Main].[E2 46 Total 6 mo XaaS]
end",
1150,aSD_REPORT,,"case
when [Main].[G 30 Moonlight XaaS] is null then 0
else [Main].[G 30 Moonlight XaaS]
end",
1151,aSD_REPORT,,[Main].[Market Name],
1152,aSD_REPORT,,[Main].[Customer Set],
1153,aSD_REPORT,,[Main].[Coverage ID Name],
1154,aSD_REPORT,,[Main].[Cov ID],
1155,aSD_REPORT,,[Main2].[Market Name],
1156,aSD_REPORT,,[Main2].[Customer Set],
1157,aSD_REPORT,/content/folder[@name='Quota Folder']/package[@name='S&D Package']/model[@name='2017-06-22T08:47:18.794Z'],,
1158,aSD_REPORT,,,[AFFILIATE_NUMBER] = 'F000000'
1159,aSD_REPORT,,,[Business View].[C_TABLE].[PERIOD]='2H'
1160,aSD_REPORT,,,[Business View].[C_TABLE].[BRAND]='IS - ITS'
1161,aSD_REPORT,,,[COV_ID] IS NOT NULL
1162,aSD_REPORT,,,[C].[COV_ID] = [D].[COV_ID]
1163,aSD_REPORT,,,[C&D].[COV_ID] = [F].[COV_ID]
1164,aSD_REPORT,,,[E1].[COV_ID] = [E2].[COV_ID]
1165,aSD_REPORT,,,[E1&E2].[COV_ID] = [G].[COV_ID]
1166,aSD_REPORT,,,[C&D&F].[COV_ID] = [E1&E2&G].[COV_ID]
1167,aSD_REPORT,,,[C&D&E1&E2&F&G].[COV_ID] = [KEYSTONE].[Cov Id]
1168,aSD_REPORT,,,[Cov ID] in ?CovID?
1169,aSD_REPORT,,,[Main0].[Cov ID1] = [B].[CONTRACTS]
1170,aSD_REPORT,,,[Market Name] in ?Market?
1171,aSD_REPORT,,,[Customer Set] in ?CustomerSet?
1172,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_IOT],
1173,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_SECTOR_NAME],
1174,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_ACCOUNT_NAME],
1175,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[MTAS_ACCOUNT_NAME],
1176,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CYCLE_DATE],
1177,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[ACTIVE_STATUS],
1178,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[LAST_UPDATE_TS],
1179,aSD_REPORT,/content/folder[@name='NA']/folder[@name='GTS Metrics Project']/folder[@name='Packages']/folder[@name='Framework Package']/package[@name='FPK_GTSM']/model[@name='2017-06-09T10:06:57.109Z'],,
1180,aSD_REPORT,,,[MTAS_ACCOUNT_NAME] is not null
1181,aSD_REPORT,,,[ACTIVE_STATUS] = 'A'
1182,aSD_REPORT,,[Business View].[B_TABLE].[CONTRACTS],
1183,aSD_REPORT,,[Business View].[B_TABLE].[AFFILIATE_NUMBER],
1184,aSD_REPORT,,[Business View].[C_TABLE].[COVERAGE_ID],
1185,aSD_REPORT,,[Business View].[C_TABLE].[Validated Rev Target],
1186,aSD_REPORT,,[Business View].[C_TABLE].[Validated GP Target],
1187,aSD_REPORT,,"case when [Business View].[D_TABLE].[COV_ID] is null
then [Business View].[D_TABLE].[CONTRACTS]
else [Business View].[D_TABLE].[COV_ID]
end",
1188,aSD_REPORT,,[Business View].[D_TABLE].[30 Revenue Majors],
1189,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - Rev Majors],
1190,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - Rev Majors],
1191,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BCP],
1192,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BCP],
1193,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BCP],
1194,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BMC],
1195,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BMC],
1196,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BMC],
1197,aSD_REPORT,,"case when 
[Business View].[E1_TABLE].[COV_ID] is null
then [Business View].[E1_TABLE].[CONTRACTS]
else [Business View].[E1_TABLE].[COV_ID]
end",
1198,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 6 mo XaaS],
1199,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 12 mo XaaS],
1200,aSD_REPORT,,[Business View].[E2_TABLE].[COV_ID],
1201,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_6_MO_XAAS],
1202,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_12_MO_XAAS],
1203,aSD_REPORT,,[Business View].[F_TABLE].[COVERAGE_ID],
1204,aSD_REPORT,,"
[Business View].[F_TABLE].[IS_30_SLASH_46_LT10]",
1205,aSD_REPORT,,[Business View].[F_TABLE].[DIV_46_GT10],
1206,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_GT10],
1207,aSD_REPORT,,[Business View].[F_TABLE].[IS_DIV_30_SLASH_46_TOTAL],
1208,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_LT10],
1209,aSD_REPORT,,[Business View].[G_TABLE].[Cov Id],
1210,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL REV Quota - Moonlight],
1211,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL GP Quota - Moonlight],
1212,aSD_REPORT,,"COALESCE([C].[COV_ID],[D].[COV_ID])",
1213,aSD_REPORT,,[C].[C_Validated Rev Target],
1214,aSD_REPORT,,[C].[C_Validated GP Target],
1215,aSD_REPORT,,[D].[D 30 Revenue 3Q],
1216,aSD_REPORT,,[D].[D 30 Revenue 4Q],
1217,aSD_REPORT,,[D].[D 30 Revenue],
1218,aSD_REPORT,,[D].[D 30 GP BCP 3Q],
1219,aSD_REPORT,,[D].[D 30 GP BCP 4Q],
1220,aSD_REPORT,,[D].[D 30 GP Contract BCP],
1221,aSD_REPORT,,[D].[D 30 GP BMC 3Q],
1222,aSD_REPORT,,[D].[D 30 GP BMC 4Q],
1223,aSD_REPORT,,[D].[D 30 GP Contract BMC],
1224,aSD_REPORT,,"COALESCE([C&D].[COV_ID],[F].[COV_ID])
",
1225,aSD_REPORT,,[C&D].[C_Validated Rev Target],
1226,aSD_REPORT,,[C&D].[C_Validated GP Target],
1227,aSD_REPORT,,[C&D].[D 30 Revenue 3Q],
1228,aSD_REPORT,,[C&D].[D 30 Revenue 4Q],
1229,aSD_REPORT,,[C&D].[D 30 Revenue],
1230,aSD_REPORT,,[C&D].[D 30 GP BCP 3Q],
1231,aSD_REPORT,,[C&D].[D 30 GP BCP 4Q],
1232,aSD_REPORT,,[C&D].[D 30 GP Contract BCP],
1233,aSD_REPORT,,[C&D].[D 30 GP BMC 3Q],
1234,aSD_REPORT,,[C&D].[D 30 GP BMC 4Q],
1235,aSD_REPORT,,[C&D].[D 30 GP Contract BMC],
1236,aSD_REPORT,,[F].[F IS 30/46 Total Signings],
1237,aSD_REPORT,,[F].[F IS 30/46 LT10 Signings],
1238,aSD_REPORT,,[F].[F Div 30 GT10 Signings],
1239,aSD_REPORT,,[F].[F Div 46 GT10 Signings],
1240,aSD_REPORT,,"COALESCE([E1].[COV_ID],[E2].[COV_ID])
",
1241,aSD_REPORT,,[E1].[30 Total 6 mo XaaS],
